Id,SalePrice
1461,119857.92646596806
1462,143648.40208714723
1463,194594.03066870917
1464,192878.76762052297
1465,185480.69457294798
1466,186393.6363487442
1467,161856.51202136924
1468,172537.2146971283
1469,185067.7431299492
1470,123371.0658727101
1471,210460.42226163408
1472,93231.33912229147
1473,95869.30273888799
1474,146980.35287059823
1475,104443.14251898846
1476,310366.1539902687
1477,231892.08759324273
1478,272598.2066748519
1479,267432.2613908803
1480,353328.7414810761
1481,306818.0383539373
1482,202466.20004974614
1483,201625.1256994551
1484,162536.54050322768
1485,160633.61696032895
1486,198246.00983601992
1487,301108.6787222025
1488,218370.7385133839
1489,177678.83771449965
1490,251901.62377971355
1491,203295.95143315828
1492,90803.54885125655
1493,177955.20666312214
1494,265910.6689785093
1495,265910.6689785093
1496,251901.62377971355
1497,186393.6363487442
1498,145199.5518252998
1499,145199.5518252998
1500,145580.4467323915
1501,176283.57710151983
1502,139224.0735508414
1503,260144.16667291164
1504,217481.4459285385
1505,233577.18631837508
1506,171007.4383107411
1507,256183.49216401027
1508,185301.71435099829
1509,156250.31077186842
1510,143648.40208714723
1511,149864.07643266724
1512,163059.8283311504
1513,129035.05783572294
1514,164270.85875326596
1515,197461.56092951723
1516,149642.04476727813
1517,146716.6825426206
1518,132508.90352033026
1519,219576.15017149138
1520,131575.49211884217
1521,140326.10521003307
1522,166305.78057106445
1523,115496.51552263601
1524,109270.72006582186
1525,124882.52637584832
1526,116510.47103709221
1527,109270.72006582186
1528,124293.31128501405
1529,139241.94336411613
1530,151816.07090374987
1531,128369.3937233165
1532,100120.38738293883
1533,133099.6105291582
1534,116339.27972280575
1535,159667.44277005357
1536,108430.42767387742
1537,79468.5274123298
1538,140193.79862774836
1539,193227.7570108631
1540,129455.47042070553
1541,144601.5020433053
1542,144587.9111530164
1543,185006.75659328353
1544,82654.40526684525
1545,93812.13897770051
1546,122875.52533017077
1547,139241.94336411613
1548,123521.50286361367
1549,104551.61346965641
1550,143648.40208714723
1551,116851.85040266086
1552,144587.9111530164
1553,155367.4140555291
1554,109214.29608716685
1555,178182.805226357
1556,96755.51660575725
1557,112430.21747871635
1558,82254.55915810211
1559,129931.34048196147
1560,141874.24787005028
1561,171016.4538842933
1562,119968.37627544496
1563,111579.41942385043
1564,156250.31077186842
1565,146716.6825426206
1566,221228.88571578465
1567,79975.6045835601
1568,218803.14915011037
1569,164911.63068146544
1570,132088.73730273126
1571,135785.6437249558
1572,145246.15734153436
1573,249665.33445843885
1574,131644.17457301964
1575,226090.7182614372
1576,222521.46292447366
1577,176721.0562261099
1578,131700.20592873805
1579,146869.2784707325
1580,186555.2080733536
1581,135091.24832898792
1582,119857.92646596806
1583,298254.2163203948
1584,238255.98986179644
1585,134384.04448854088
1586,75541.79833276941
1587,93812.13897770051
1588,143648.40208714723
1589,98291.56571500031
1590,133092.2813313994
1591,95869.30273888799
1592,108732.66923838454
1593,113485.78361352324
1594,142917.84590086492
1595,135060.31300026758
1596,223700.77966777797
1597,183711.26584033365
1598,199062.0254833454
1599,154257.08929673693
1600,167367.77499769136
1601,82765.90031736113
1602,119473.90801927897
1603,83910.23658670578
1604,275049.7732082935
1605,234424.0640579634
1606,152501.0220547664
1607,177955.20666312214
1608,208782.1839536023
1609,176457.65412479412
1610,169468.15143946832
1611,136774.69689668337
1612,182490.36494477832
1613,185480.69457294798
1614,122742.0348107286
1615,88877.09188571644
1616,85345.61775288045
1617,92680.85781826265
1618,113395.44526678752
1619,128614.18767067332
1620,186555.2080733536
1621,140863.7647733336
1622,140513.1125767557
1623,262856.14924579236
1624,238816.4799530581
1625,125892.01339828194
1626,159206.72861985394
1627,186393.6363487442
1628,254489.47012236877
1629,178830.77003394085
1630,318047.8380937148
1631,200873.1098035347
1632,217481.4459285385
1633,155010.43696081167
1634,191897.37549666187
1635,186393.6363487442
1636,159438.35122999342
1637,185301.71435099829
1638,196106.94675747643
1639,178132.9975564579
1640,240057.60492667012
1641,178079.17053489026
1642,208782.1839536023
1643,222172.9066072803
1644,207559.84325439445
1645,183608.45342819937
1646,146869.2784707325
1647,144728.5388958387
1648,133099.6105291582
1649,130876.38793137058
1650,112359.37797312815
1651,119968.37627544496
1652,94226.58334859402
1653,94037.3684459647
1654,169154.69261363166
1655,138237.20069680896
1656,149642.04476727813
1657,166301.70420403595
1658,154977.89366824258
1659,105872.94677303098
1660,141500.36606634854
1661,376445.21387630905
1662,298254.2163203948
1663,326226.02730230393
1664,326226.02730230393
1665,271756.3460852575
1666,305335.3344056142
1667,330033.21018668223
1668,306789.1423836633
1669,261567.80412219153
1670,291687.09134108643
1671,258043.32597949388
1672,347804.05376479495
1673,285781.2179892303
1674,233577.18631837508
1675,202455.016642356
1676,196964.9498723429
1677,209348.8637443723
1678,332745.92347917805
1679,331053.739695596
1680,305335.3344056142
1681,223409.30793170375
1682,272598.2066748519
1683,199454.87707351323
1684,177192.3278706801
1685,184632.57511306
1686,175948.11440973842
1687,160314.9380881026
1688,194594.03066870917
1689,198246.00983601992
1690,188834.4075525351
1691,161442.62397491126
1692,238816.4799530581
1693,160314.9380881026
1694,186393.6363487442
1695,164080.6124613157
1696,256183.49216401027
1697,164080.6124613157
1698,326226.02730230393
1699,280458.4566348875
1700,250523.9957652688
1701,262949.25932492985
1702,238718.78341042792
1703,236833.3821963117
1704,265910.6689785093
1705,222172.9066072803
1706,330932.390215955
1707,221385.8266282587
1708,206629.02041129966
1709,245364.69225294166
1710,217481.4459285385
1711,215809.1238028949
1712,256183.49216401027
1713,259324.84315198293
1714,224325.8165121005
1715,197884.40121225992
1716,164280.23271810517
1717,151453.67295105697
1718,132570.53351528972
1719,207595.37653607805
1720,221385.8266282587
1721,146869.2784707325
1722,120479.63888230862
1723,148027.41212140524
1724,209348.8637443723
1725,235309.87371760618
1726,197980.18889817505
1727,194594.03066870917
1728,186826.52798746928
1729,161442.62397491126
1730,177676.77147111515
1731,120842.88047223848
1732,119692.57764264634
1733,114918.20829729225
1734,116113.03021719455
1735,130111.72631745039
1736,105943.44193944104
1737,272598.2066748519
1738,208176.4549786339
1739,265954.76294656645
1740,245364.69225294166
1741,168715.51915280716
1742,176283.57710151983
1743,169265.85045496692
1744,250523.9957652688
1745,222172.9066072803
1746,198307.60447412336
1747,198887.73843495763
1748,222795.35555721135
1749,146076.94742358747
1750,137790.03597942396
1751,222795.35555721135
1752,105872.94677303098
1753,143035.28087241575
1754,188562.12903935974
1755,152848.0707097143
1756,119968.37627544496
1757,100729.80845412886
1758,144434.8495774351
1759,155776.8319143418
1760,158072.71289377756
1761,139556.10425841354
1762,182490.36494477832
1763,171007.4383107411
1764,110265.28220694336
1765,171007.4383107411
1766,154977.89366824258
1767,198369.70548380262
1768,131810.69406156606
1769,141977.06255834174
1770,136227.5360089432
1771,122058.03616648486
1772,131644.17457301964
1773,133099.6105291582
1774,139747.3082541825
1775,131644.17457301964
1776,114918.20829729225
1777,105872.94677303098
1778,133099.6105291582
1779,119473.90801927897
1780,162405.01099115482
1781,131575.49211884217
1782,93628.9357321449
1783,125292.51226635108
1784,93812.13897770051
1785,115515.46165636594
1786,162811.59979814434
1787,160633.61696032895
1788,59512.34328235707
1789,85309.27707649302
1790,93231.33912229147
1791,169468.15143946832
1792,139581.66218230803
1793,145556.3028213221
1794,131644.17457301964
1795,135309.6085439777
1796,126970.7997668346
1797,104250.61535865991
1798,116510.47103709221
1799,98124.05874586315
1800,117565.43846533632
1801,125567.90439718496
1802,132211.59168484365
1803,144587.9111530164
1804,137009.63246746955
1805,133132.89901428836
1806,115697.36166948131
1807,135785.6437249558
1808,119857.92646596806
1809,125567.90439718496
1810,152961.42904509162
1811,115850.72956749544
1812,107915.51324036294
